"","Early_stage","Intermediate1_stage","Intermediate2_stage","Intermediate3_stage","Late_stage"
"asp-3",5.17261025549822,4.89482105367816,7.07768091509619,9.76969513949483,10.4173832766496
"asp-4",6.6313900669325,9.24119544396203,9.5255147549051,7.28584418229463,7.51344397676102
"asp-5",4.8084507427347,4.66353501983546,5.96440738310373,8.76842424348698,10.1167529441028
"asp-6",4.7674706499925,4.59396824425196,6.16628282404107,8.45214225842838,10.7135938592562
"atf-2",4.04549937036809,6.56509933858972,11.528067238923,9.42207429763369,3.88713761803674
"atf-5",4.8052326289431,6.46532903044854,7.25299660054443,7.93568721718976,7.92681877341121
"atf-6",6.99046208511571,8.10389844656344,8.0971733535017,6.93315174842074,4.44742575514342
"atf-7",8.3145345004255,9.33243637222818,7.74910774639867,7.72510840623604,8.73791945658982
"atgp-1",4.59202027068284,5.49467458264394,9.83500203622867,7.93369602379962,7.23004152665471
"atgp-2",4.47703075465862,4.76650859388359,7.11818282973758,7.28159529650193,6.54486939360611
"atn-1",4.95948096259938,5.29468442977897,6.76921067988072,7.32066808637544,7.76796582918631
"atp-2",10.7792100311814,10.28304929277,10.9366528871174,11.8289226800532,12.6947721077143
"avr-14",3.38150912154816,3.8031166193483,4.88878965048283,6.07249149164664,6.28090916931017
"baf-1",9.38068098176627,9.25944435109821,7.1612616680526,6.43621147476916,7.45881210463464
"bam-2",4.45334023797845,6.0692502479322,7.77498629462669,7.76908938983571,7.03925657005358
"bas-1",3.45576203772861,3.97567673177462,3.92886841891526,5.05508760952701,5.18659061012457
"pah-1",3.92347696005602,5.47461144262323,6.00362701597632,7.39993333673819,7.6812342561426
"bbs-2",3.23942654684772,3.40074877479154,5.72312817312801,4.12310352913122,3.3924002584523
"bbs-8",3.23942654684772,3.23942654684772,5.1366315607927,6.00409321844121,4.98456327686297
"bca-1",5.75407702510089,5.26060212849124,5.13624458337331,8.10298563226042,9.8691931234193
"ben-1",6.79661883398465,7.31314789244225,9.32570641414382,9.61278570768202,8.78116155260311
"bir-1",8.99488236340008,8.9409104854324,7.77104068355645,7.07159332419809,7.58565648130731
"bir-2",6.39932600281868,4.54953237147349,4.76004327182959,6.24296277945971,6.2641928513135
"bli-2",3.30650899587481,3.23942654684772,3.93604689684735,5.59340134259529,5.63529582694736
"bli-3",4.20230049950972,5.18260124679581,6.85960463934109,6.20945228520616,4.96616674161777
"bli-4",7.60349237643828,7.07490168461444,8.4618811679745,9.35146495464397,8.74468330928293
"bli-6",3.49663771203304,3.78352894060122,4.28093543093324,6.42291256476181,5.79282083438329
"bmk-1",8.38867532035452,8.49569106312226,6.34250168554447,5.58750517189071,6.20228821566917
"bpl-1",4.37888501824632,5.17100983408994,5.17315540838377,5.14215368281787,5.87228828037095
"bra-1",6.20093454909759,7.17293731665036,5.81476067160076,5.43900177673318,4.60532161592525
"brd-1",6.41280548405325,6.22763957056738,4.50512688252274,3.56753085958642,4.79084829795386
"bre-1",4.29410850092006,6.09062899178996,8.14708012461763,8.75267895889191,6.25520384252259
"bre-3",6.81248903423555,5.36262934458988,7.5158221618079,6.73304984325163,7.92965812600489
"bre-5",6.31466230615656,6.26209607699455,5.33702771408123,4.25723743520336,5.33392412262877
"bro-1",3.3657264250159,4.57701281054757,7.38629923363349,4.95648767449374,3.59018908029628
"brp-1",5.19333093853147,5.11231376287353,7.64631449313942,12.7261043876773,12.6452184988462
"bub-1",8.28201169180549,8.33589155841669,6.1027001985963,6.46273437259168,5.07581533488339
"byn-1",7.37208004626316,8.05652385536278,8.08083921703862,8.70734871428935,8.97439047221658
"cab-1",4.21709586216741,5.88753084167052,6.10766219963123,7.88155749035275,9.66216969533455
"cah-2",3.50205354972578,3.33435220394418,4.43389775120509,5.6353114028305,4.59665569442536
"cah-3",3.66280446717897,3.8212986883132,4.78324771375928,6.30519511721804,9.19092491325226
"cah-4",4.75315571280763,6.10132349525239,7.2912018434706,8.07365611736346,10.4699633296558
"cah-5",3.52603693199277,3.75660920707115,5.39163041661764,5.81243448334781,5.93028790179493
"cah-6",3.69205901081091,4.02798975282538,4.74139974280951,7.16915819887867,8.48218312305144
"cal-1",3.37859846445154,3.58432888155287,5.10099513331693,5.93423733355155,6.4473732039414
"cal-2",3.36498813539103,3.3787266938099,4.81348559696815,6.27067944017786,6.86992298968174
"cal-3",3.23942654684772,3.35972410291951,5.04350051375453,4.80397925398238,4.64686116215977
"cam-1",7.78068467632195,8.56276258198225,8.59352244204044,8.40766734015272,6.75530254918175
"cap-1",8.10377304955783,9.04482354452526,8.87400653166254,8.13988095211409,7.46336204403394
"cas-1",7.55934210579645,8.44102395813399,9.16004839826218,6.6059575950091,5.86927729179054
"cat-1",3.42674349443658,4.18498647096862,3.86973468175578,5.06601416830376,5.5508170616378
"cat-4",4.08363474768441,5.14616197080349,5.33981294239277,6.14140184971227,6.61981261090597
"cav-1",11.5276303657864,13.3991264037039,10.2805997047922,7.38545416599067,4.78751344008829
"cav-2",3.51616938495893,3.74404449218825,5.60090868124068,6.02241092406248,6.18264169123496
"cca-1",3.32053132017065,4.24553593440524,4.77173464450819,5.71432154995073,6.33001780035145
"ccb-1",3.7299455142633,4.24283108353292,6.16778056482399,5.76085091368497,6.24397103955644
"ccg-1",3.76734566954265,4.66005359282227,5.26840667810122,5.52290219332096,8.12360071858492
"cyp-14A5",3.37976136239858,3.58551993982904,3.8961593320585,3.57264553033133,5.63689318383005
"ccr-4",10.1285172470015,9.09464578030193,9.11226136133797,7.42014508196276,6.86540486670082
"cct-1",9.5451530505321,8.08561848897004,8.56436629093519,9.26082015247083,8.56134415424633
"cct-2",8.15736256889334,7.04044851052898,6.90525355785925,7.64184047826767,7.7474079337375
"cct-4",9.00288857939388,8.01599961321171,8.6828617590804,9.41764728677052,9.33875125996827
"cct-5",9.71277970181548,8.92237149148023,9.07210719851152,10.3746247075228,10.2548687795018
"cdc-6",7.61482436910962,6.82325541589394,5.63531493055947,5.50385711957272,6.1087098079114
"cdc-14",8.93303278981981,9.0603007024532,7.98802006180468,8.24012668537356,8.85463580661935
"cdc-25.1",8.22568599496692,5.97295258210692,6.13300745765207,6.56053814522872,6.53014022165833
"cdc-25.2",6.89070356941278,7.59097617087275,6.33590318170435,5.57965743411154,3.45571931750183
"cdc-25.3",7.74352648320126,4.03679387783474,3.74230314348782,4.60506785105902,5.33284205733784
"cdd-1",3.64925303650058,5.26796678366509,5.68495066972714,5.06007222641974,6.32720419498562
"cdh-3",4.16268768850286,5.22381238516999,8.07486568454013,5.11449985179067,3.50000953493974
"cdh-4",7.66251619751633,8.27065913226691,9.22526798818774,7.87817240364667,5.5137961641937
"cdh-5",3.8398774170668,3.60105791271993,7.12949395885125,6.93999095824793,3.56284356905928
"cdh-9",3.48876986380779,4.36540008050281,6.60624957482689,4.86652716190629,4.74104622404808
"casy-1",6.1389767712799,6.16485758662229,8.99149787233888,9.79944720524788,10.234220849878
"cdk-1",9.76255632406213,9.32231203464003,7.03166880088084,7.15439236843948,7.86518394970264
"cdk-4",6.51081564196679,6.90465325996891,4.29379429252381,3.71086419034081,4.4224045429819
"cdl-1",10.2071298379551,10.1001520113106,7.15223828412319,6.39633818347449,6.84202624881542
"cdt-1",9.31705916097639,9.03931538965295,5.50932064567842,5.75850366305816,5.89389158905094
"cec-1",9.09186645176029,11.3526313491832,10.8530247383854,11.5937479015654,11.692528474964
"ced-3",6.9719552596479,6.23646952319032,5.64945646955949,5.28160072708469,5.444407097829
"ced-8",6.35834581594867,6.92856745716579,5.43453423804348,3.53300557207915,3.72133819692234
"ced-9",9.07628180522063,8.77428615692962,6.85814106518491,6.34267997711435,6.10923798014983
"ced-10",7.4438179045429,8.22352025082552,7.83196532984945,6.62127306971411,6.6294979758422
"ced-11",5.5216477173905,6.94501847078332,5.7278196684938,5.72644918012242,4.82201397122588
"ceh-2",3.40876980127406,3.97743446075825,6.14557371102678,4.79441407313526,4.45086085509919
"ceh-5",4.63089696744733,5.59253758011792,6.214977422704,3.68518737461516,3.23942654684772
"ceh-6",3.8827441018185,5.89399115344986,5.2986555167502,4.63481415380011,4.52374677552728
"ceh-10",3.63606953043431,5.9759987064983,5.84394878402718,5.39900318324418,4.1869128663679
"ceh-13",7.48678883686226,8.61424564779977,7.33332989380882,7.84380465683212,6.69391413252579
"ceh-16",5.50031301515235,7.42605970235083,6.05244035789155,5.67520473468237,4.68788644345042
"ceh-17",3.29246282360881,3.36565298683275,5.97732082724489,3.87840504123441,3.89109776247415
"ceh-18",3.31753809665247,3.48127351838552,4.06567952042231,3.6712109030975,6.16200481330411
"ceh-19",3.29544739551035,3.71114920295365,5.03644159208409,4.8555424593999,4.03458057477502
"ceh-20",6.62685335590056,9.26110928393401,8.57401066113859,6.96867389690221,6.57802422430591
"ceh-21",7.34301920250153,5.86241825782208,5.02288513057816,4.86159485118019,5.65348128011885
"ceh-22",3.4759067964859,4.78612612865793,6.38016853394305,4.56198860619945,4.24667812013511
"pros-1",3.43866509734039,6.97247891056853,8.57544678302027,7.58882646403735,6.03734893864217
"ceh-27",6.5806782057407,8.26293207651747,6.46245794945537,5.89987618657112,4.82498837650738
"ceh-30",3.36895227202021,5.73793561197455,5.06752958174907,4.19138759651782,3.46913905522186
"ceh-31",3.31309700971146,5.3801543975022,5.52409934639029,3.92223180170492,4.569550130796
"ceh-32",6.72944961113888,8.43574405780143,8.21733661876761,8.03038045494173,7.24476518755135
"ceh-34",3.52804495359343,6.51936433423929,6.66683993887259,5.4145152514503,4.00176395072835
"ceh-36",5.86934879061038,6.63646196940475,4.64325778855784,3.43497485220474,3.81696909978176
"ceh-37",6.05699042857699,8.07706446696785,7.91793299573851,8.25155221766031,7.93555557171621
"ceh-38",8.51145456169745,7.63379179760792,7.31016503372689,6.99068035810325,7.21752078205041
"ceh-39",8.07339164543173,6.02425679514675,5.3960524233673,5.4104135890678,4.93706971211223
"ceh-40",7.70194866829104,6.60186169318625,4.42703803770489,5.60649678407487,3.68752421122409
"ceh-41",6.39597851193901,6.48996617937037,4.92551346975147,3.97597580000531,4.72317546971118
"ceh-43",7.63410306581597,9.24362065930862,6.97206515504278,5.94946043227017,3.97964989468276
"ceh-44",7.74386248703493,7.0540340793706,9.38972492091851,9.13119714427709,7.371036935173
"cpg-1",10.4934714374651,6.94938649422431,8.58831921720746,9.73514578038607,9.70031570391573
"cel-1",7.04129443746611,6.9978123133963,6.63775719625415,4.49889933259737,5.43078919405679
"cep-1",7.68945958372481,5.8693007188973,4.36581303873155,5.48050220698713,5.02415923315951
"cey-1",9.66384177262452,11.3798352742407,11.7534814652165,11.1555537902509,10.0842065012092
"cey-2",9.95648481216202,6.20117468401986,7.18252509208829,9.51969181265943,9.8523595560718
"cey-3",9.56242122293225,6.4008936283915,6.20545171335867,7.42615767098381,8.00686765644469
"cfi-1",3.59628463426957,4.1822504153233,7.52187165604619,5.80239295337778,5.34344779358578
"cfz-2",6.30374072187441,7.37079334397563,7.8283801968684,6.95866769092688,5.1041248858696
"cgh-1",9.03419260208158,6.76633948739906,7.13738699207389,8.62268730121404,8.25359855679538
"cgp-1",8.25027539008674,6.61586339063133,7.24905415143397,6.88115013874934,7.28741249003927
"chd-3",8.12176634538475,8.60023879954852,8.36737621317966,5.79203184099343,4.81856099691567
"che-3",3.53590110863528,3.39667518998177,5.29933318677016,5.11091320727318,4.5385495437894
"che-7",3.4089078540338,3.52170532449773,4.66087758721094,4.65483848485754,6.04381037788678
"che-12",3.23942654684772,3.91819605093388,5.22090936008338,4.91822185610859,4.15828676479721
"che-13",3.44220905089526,3.55707361360071,5.39361305476238,4.35414325469129,3.23942654684772
"che-14",4.16912410333548,5.12227625764551,6.68591825103154,6.49372218609742,4.06073316583653
"chs-1",5.48311109490337,4.27365694744562,5.21868304677736,6.33049027659697,6.8279524755043
"chs-2",3.66851692653457,3.61794825023739,5.73450572696891,9.00246525082611,3.51933501792994
"chn-1",7.00565108851663,6.75008155760413,6.42009780634586,5.23638253728457,5.83932491900073
"cht-1",10.45377542141,10.8853602767783,5.43788219862449,5.6331209053334,4.0432415939907
"cit-1.1",6.31952010500743,6.25525669610384,6.39331111151744,4.9872351397933,5.63637270553832
"cit-1.2",6.49444398851941,6.88370484342861,7.14132370299261,5.21163133201662,5.91243884093683
"cka-1",7.40326226125122,7.22608594053234,8.09112383583888,10.2222826046754,9.926673408505
"cka-2",3.30556124623594,3.3154865716585,5.61625614895454,4.8356429526881,5.40647997698733
"ckb-1",4.59566444721622,5.54238333996428,5.29462099271811,3.63802900913375,3.99331942983001
"cki-1",4.64947338424613,9.6161782622717,9.61847804326956,8.72453750672139,6.75705586740701
"cki-2",7.60325479069662,8.10353763617517,7.33970185208394,8.42325620395464,8.77619034631013
"ckk-1",3.40056083621367,4.12615242220917,5.80761647139651,5.69851975564418,5.78907688301399
"cku-70",6.34798134116753,5.79238571653236,4.88944496198207,3.23942654684772,4.93080639880808
"cku-80",6.72489254875959,5.7134727656296,4.67614784605197,5.53863805438614,6.82398135106394
"clc-1",3.40230018980564,3.61246077906313,3.88213197595092,5.12844974339519,6.8168855852387
"clc-2",3.98143665483929,4.60728580995246,7.04953731255349,4.3984410364666,4.7066249299135
"clc-5",3.53871165889658,4.95848464540058,7.87755155043426,6.15471451248634,6.39400029061221
"cle-1",4.22851623716526,4.58419823909096,7.01679998217131,5.40196030571946,6.69496762704734
"clh-1",3.7349590590587,3.99303687428994,5.96016555538848,5.61128787462692,7.12974987438102
"clh-2",3.23942654684772,3.42041199986927,3.64818125068775,4.28457256287192,5.53725559287715
"clh-3",4.73041713115546,3.47307153070152,3.23942654684772,3.80733409024863,4.57410128265213
"cpi-2",9.02171558151466,9.40375192398745,9.94211361784721,8.62551584317837,8.56525372749384
"cpi-1",4.28902979831806,4.22525529957234,5.16479194828283,6.97929484293811,7.51134265554939
"clk-2",6.52988793230492,6.33940483052939,6.81779150796351,8.51383338379258,8.37505141361923
"cln-3.2",5.61789347807613,5.69686523806225,5.51277843917235,4.52768464263382,3.67369832400561
"cln-3.3",4.02409837183707,3.3118072667601,4.8134663047711,6.7847992883664,5.52744490413384
"clp-1",7.49480920097765,5.76166423687939,6.37203674632325,7.5743102502348,9.11113609233679
"clp-7",6.34421275200715,5.20224665195489,7.25906329607042,8.03491787707127,6.39592394434116
"clu-1",7.22393289423509,7.78291783636888,8.26025796036863,7.97338811115248,9.20353971640272
"cmd-1",9.77279790905293,9.28302646753149,10.7129771736017,11.820506667535,11.3006069657978
"cmk-1",3.50306044986938,4.03578290044923,6.32800683764362,7.42300981795425,7.43244673738682
"cnb-1",4.73440244120065,6.16634664181229,9.10123178750107,9.68641116020153,9.65286069767964
"cnc-4",3.37038700854256,3.40131504982375,3.5593847414147,3.86175596863537,6.60180185673493
"cnd-1",6.41715492246434,7.7271934324664,6.12691545163571,3.76328750646532,3.23942654684772
"cnt-2",7.23316366069748,8.71070833355591,8.45891951007035,6.8277341206193,5.83971040174657
"cog-1",4.08123042338406,5.10238545248589,6.08186446879377,6.19453411792802,5.3789457831054
"col-3",3.65594952902607,3.87560794545409,5.15488517244578,8.29071887373981,12.2284907482152
"col-8",5.32109373018693,5.78543528023344,6.79953225898513,9.70977036436055,10.5613725626674
"col-10",3.32093350510392,3.41983382061249,3.3629182189919,5.31150628077428,8.95992606922236
"col-12",3.92203169525758,4.07210379208924,4.91647468677644,6.47366925163482,10.5288844614854
"col-13",3.76030420416474,3.74537710664342,3.23942654684772,6.22291954409259,8.03915423021436
"col-14",3.6053817134326,3.61059729309232,4.39377082557079,7.78353789172028,8.03374978294321
"col-17",5.06843032175141,5.10205789419383,6.16594618263232,8.0616857734993,9.00712205756055
"col-19",6.00879654254545,5.61745991497804,7.27094912056991,10.0795423582043,10.49868217088
"col-20",5.86054860090272,5.8742222255276,7.07952781172744,9.81483153656113,10.4416369476994
"col-34",3.80645329165166,4.09032661314968,5.02218372315087,7.2026514466367,6.95207722491971
"col-38",3.99306071093191,3.68926264434343,4.65168404069523,6.47378378217356,6.81834598013222
"col-39",3.56997353535651,3.55389663223903,3.84953879575885,4.98808348745798,8.78498877996162
"col-43",3.46002724548663,4.19552646916819,4.86004389902518,4.9960834575148,7.9937573349269
"col-49",3.34790948706027,3.37982443526236,4.05790091530084,6.15257290681765,5.9216079762025
"col-53",3.66615499636003,3.8398495358352,3.64188558303782,4.83365986066344,5.73858923769381
"col-61",3.34303990433405,3.23942654684772,3.23942654684772,4.12116008205865,6.11682869397788
"col-65",3.361275927764,3.31523943368542,3.34557762032926,6.03235262743448,7.5467029455836
"col-68",3.57507158707838,3.54844516154047,4.95680037259471,5.66590255833819,3.55984247998514
"col-71",4.02633049894649,4.48268386771715,4.67333597742214,7.3827384601293,7.34576212635038
"col-73",3.89407989602106,4.45395239026604,4.36518819379047,7.01327980890206,7.71372633927065
"col-76",3.49002351719533,6.03482097637889,9.60626001765305,6.67926769349899,5.21071566996913
"col-77",3.57543687432644,3.45056336241409,4.29879728897879,7.50602264710024,8.72875048386862
"col-80",6.07357709356166,5.80505686455023,7.08059048302655,8.90496058084199,9.75332089601888
"col-83",4.43040961578241,5.51778766599115,4.4892882860757,4.35536519290986,3.23942654684772
"col-89",3.43792232450563,3.39244255715616,3.63340266188938,6.37312023408204,5.39753203110916
"col-91",3.56036337207202,3.34950282475184,4.24672521863323,4.72123883847357,6.53573446013351
"col-92",4.33559645286757,4.9949922016901,5.65333826881366,8.47387865247992,12.9768504735085
"col-93",6.49918249698943,6.13445860202294,7.4984029687948,10.2041527568887,11.4277300565421
"col-95",3.63368510681225,3.69181694059345,5.25676463522372,6.90903473323884,7.65957357624223
"col-97",3.56357911725663,3.6974681238404,4.37795006377107,8.38831215296198,8.26384379667964
"col-98",4.97827851131906,4.94407405340764,6.17037651228364,8.52262480007583,11.0840104618836
"col-99",4.98687901144011,7.15550814137345,6.40312626076866,5.87607734016977,5.01826980676618
"col-101",5.05448629424141,4.91513614280127,7.01345653933927,8.75225786082697,9.03523332136207
"col-103",4.89047926174916,5.00640337200687,6.30306927976805,8.38914114811532,9.0149518670356
"col-104",3.55641288495302,3.34095813484171,4.12248503361088,7.18341650834551,7.21279862414476
"col-106",4.8896062307663,5.20928189634894,5.73759610701366,8.12190308232992,8.47831309873087
"col-109",3.58157733207341,3.55446919287426,5.00119616517187,8.71541367686874,8.01022729023775
"col-111",3.90649734908755,5.22782939699715,3.73704305783717,4.76863092650129,4.22781539421285
"col-113",3.41728525343441,3.39620852301814,3.47165970777362,5.10958167046945,5.18967170902649
"col-117",4.01015995975892,4.66842727309238,5.27876535137,8.86336561687312,13.8827989539951
"col-118",3.78071690156259,4.27427488775854,4.27718243296348,7.53110899413648,8.84733283947223
