"","Early_stage","Intermediate1_stage","Intermediate2_stage","Intermediate3_stage","Late_stage"
"R07E3.1",3.99221267270541,6.06999862230638,7.86578105624432,7.18753780742949,8.23670766379711
"ttr-15",4.60481246525362,5.6979025961216,5.95974027204311,7.90526848380509,11.6523636601435
"dod-6",4.955869648782,5.48103288456233,7.93706034479199,10.3673611755054,11.9681447913906
"hsp-12.1",3.66433387505255,5.92407949571806,10.2122708545816,8.7963523639567,3.23942654684772
"sipa-1",3.81869799480747,3.90897299762511,5.14277448509584,7.71780133282626,8.75255111713995
"mlt-11",3.78166140170217,7.41603405411815,9.77069870134748,6.52426917383548,4.00326115060315
"W04A8.4",7.58275294968364,10.863255458627,11.7685967466374,9.2190890485866,4.92195989698661
"W06F12.2",3.71074196551721,5.36113458880906,9.05324705345964,10.4558898605029,8.31589813098179
"Y37D8A.6",3.87794661215772,4.42578118401367,5.7902498163916,8.86995229964906,9.38370568365447
"Y37D8A.16",3.9311517735979,5.24312160753315,8.38873462100431,9.56154178956772,7.35621173456784
"Y57A10A.23",5.79113257527626,10.2807787683763,8.86477395559328,9.34848738528352,6.64015032904876
"glb-1",6.35370606517,4.3687824345966,6.46978611131894,9.66261032404437,9.90904357386381
"ZK1053.4",7.98366836500418,8.91353801821924,4.83649244338099,3.625737022062,3.23942654684772
"C08F1.10",8.0930970602136,10.4423911586394,6.97752866619249,3.61223470848208,3.23942654684772
"C16D9.1",3.29154264069496,3.23942654684772,4.00824091828883,3.55253035355688,8.26447340360377
"C23H5.8",3.98759064144267,8.2278751542216,8.51202810451424,7.64900002469727,8.51280459275232
"C37A2.7",8.05142629576725,9.45603775661264,9.98324473272784,10.7867417961983,11.3937985225765
"test-1",3.95473097639757,5.70813746099642,8.6505360891703,9.08580332182501,8.30550594723658
"acdh-1",6.44242276714886,10.4803042127142,10.6047330934307,10.9836216324318,10.446841199935
"F14B8.6",3.82054358573343,6.22539785153228,9.09082528798294,9.44899480001208,9.15822352557256
"F28B4.3",4.67978702404525,4.49149556693578,7.28659076946066,9.82229816966442,10.2643790794243
"drd-2",4.04451392163343,4.29987190888193,6.83247403191228,7.99655272433379,8.88420101487406
"F56C9.7",4.04826785867069,4.44691769273999,7.38353921325061,9.1260232263734,9.27407130450866
"F56F10.1",3.88122738598168,3.59801501121417,5.40114932784398,6.37291622705913,7.40709002969043
"K11H12.7",5.27026516408729,6.32593735439331,8.13128265959066,9.68059206467931,10.9300754101897
"M60.2",3.50235189857687,3.53439892213045,4.43727508936229,6.70171026637162,9.31205897897402
"M60.4",4.46569704989207,5.27198059862473,8.3145641053028,10.4146732962428,14.0542137157334
"pigv-1",9.48115312868657,6.59834679925432,6.12881546373605,6.64426445601484,6.40404435953009
"T09B4.5",10.0891378884925,12.1040390398273,11.5513654424048,7.64754959427309,4.80533944805153
"T19D12.1",3.63646211744007,3.55912350921894,5.76759508855681,8.62707958028752,8.68193029981492
"T23E7.2",4.00797918015696,4.45063181599088,7.21338238843062,7.54358555510527,9.0995730283597
"Y110A2AL.4",5.21499563124796,7.5151072940571,9.97908126590892,9.80651651526918,8.24749019008997
"ttr-36",4.0855775592744,5.59555518339255,7.69052401854387,7.16497622466433,4.53152529942749
